disease_norm_id	disease_name	disease_norm_name	data_source
MESH:D010300	"Parkinson disease"	"Parkinson Disease"	MESH
MESH:D010300	"Parkinson disease."	"Parkinson Disease"	MESH
MESH:D010523	"peripheral neuropathy,"	"Peripheral Nervous System Diseases"	MESH
MESH:D011125	GS	"Adenomatous Polyposis Coli"	MESH
MESH:D011127	polyps	Polyps	MESH
MESH:D011127	polyps.	Polyps	MESH
MESH:D011471	"advanced prostate cancer"	"Prostatic Neoplasms"	MESH
MESH:D011471	"bladder and prostate cancer,"	"Prostatic Neoplasms"	MESH
MESH:D011471	"prostate cancer"	"Prostatic Neoplasms"	MESH
MESH:D011471	"prostate cancer."	"Prostatic Neoplasms"	MESH
MESH:D011471	"prostate tumour"	"Prostatic Neoplasms"	MESH
MESH:D011472	prostate	Prostatitis	MESH
MESH:D011472	"prostate tumor"	Prostatitis	MESH
MESH:D011472	prostate,	Prostatitis	MESH
MESH:D011504	"unilateral exudative ARMD"	"Protein-Losing Enteropathies"	MESH
MESH:D011565	psoriasis	Psoriasis	MESH
MESH:D011596	"psychomotor retardation"	"Psychomotor Disorders"	MESH
MESH:D011596	"psychomotor retardation,"	"Psychomotor Disorders"	MESH
MESH:D011782	"flaccid quadriplegia,"	Quadriplegia	MESH
MESH:D012131	"respiratory failure"	"Respiratory Insufficiency"	MESH
MESH:D012162	"Retinal degeneration"	"Retinal Degeneration"	MESH
MESH:D012162	"retinal degeneration."	"Retinal Degeneration"	MESH
MESH:D012163	"pigment epithelial detachment"	"Retinal Detachment"	MESH
MESH:D012174	"rod degeneration"	"Retinitis Pigmentosa"	MESH
MESH:D012175	retinoblastoma	Retinoblastoma	MESH
MESH:D012175	"retinoblastoma tumors,"	Retinoblastoma	MESH
MESH:D012175	retinoblastoma.	Retinoblastoma	MESH
MESH:D012516	osteosarcomas	Osteosarcoma	MESH
MESH:D012516	"pediatric osteosarcoma"	Osteosarcoma	MESH
MESH:D012559	schizophrenia	Schizophrenia	MESH
MESH:D012559	schizophrenia.	Schizophrenia	MESH
MESH:D012600	scoliosis.	Scoliosis	MESH
MESH:D012729	"sex chromosomal anomalies)"	"Sex Chromosome Aberrations"	MESH
MESH:D013272	"gastric, bladder,"	"Stomach Diseases"	MESH
MESH:D013274	"DGS of gastric cancer"	"Stomach Neoplasms"	MESH
MESH:D013274	"gastric cancer"	"Stomach Neoplasms"	MESH
MESH:D013274	"gastric cancer."	"Stomach Neoplasms"	MESH
MESH:D013274	"gastric cancers"	"Stomach Neoplasms"	MESH
MESH:D013274	"gastric cancers:"	"Stomach Neoplasms"	MESH
MESH:D013274	"gastric carcinomas"	"Stomach Neoplasms"	MESH
MESH:D013274	"gastric tumors"	"Stomach Neoplasms"	MESH
MESH:D013398	SIDS	"Sudden Infant Death"	MESH
MESH:D013398	SIDS)	"Sudden Infant Death"	MESH
MESH:D013398	SIDS.	"Sudden Infant Death"	MESH
MESH:D013398	"Sudden infant death syndrome"	"Sudden Infant Death"	MESH
MESH:D013398	"sudden infant death syndrome."	"Sudden Infant Death"	MESH
MESH:D013734	AIS	"Androgen-Insensitivity Syndrome"	MESH
MESH:D013734	AIS)	"Androgen-Insensitivity Syndrome"	MESH
MESH:D013966	"malignant thyroid lesions,"	Thyroiditis	MESH
MESH:D013966	"malignant thyroid lesions."	Thyroiditis	MESH
MESH:D014071	"mtDNA abnormalities"	"Tooth Abnormalities"	MESH
MESH:D014402	"TSC contiguous gene deletion syndrome"	"Tuberous Sclerosis"	MESH
MESH:D014402	"TSC2 contiguous"	"Tuberous Sclerosis"	MESH
MESH:D014402	"TSC2 contiguous gene syndrome."	"Tuberous Sclerosis"	MESH
MESH:D014402	"tuberous sclerosis"	"Tuberous Sclerosis"	MESH
MESH:D014564	"Genital anomalies and Retardation"	"Urogenital Abnormalities"	MESH
MESH:D014591	endometrial	"Uterine Diseases"	MESH
MESH:D014591	"endometrial adenocarcinoma,"	"Uterine Diseases"	MESH
MESH:D014591	"endometrial adenocarcinomas"	"Uterine Diseases"	MESH
MESH:D014657	vasculitis	Vasculitis	MESH
MESH:D014657	vasculitis.	Vasculitis	MESH
MESH:D014770	"Androgen insensitivy syndrome"	Virilism	MESH
MESH:D014786	"Severe vision decrease"	"Vision Disorders"	MESH
MESH:D015179	"colon and ovary cancer"	"Colorectal Neoplasms"	MESH
MESH:D015179	"colon and ovary cancers"	"Colorectal Neoplasms"	MESH
MESH:D015179	"colon and ovary cancers."	"Colorectal Neoplasms"	MESH
MESH:D015179	"colon and pancreas cancer"	"Colorectal Neoplasms"	MESH
MESH:D015179	"colon cancer"	"Colorectal Neoplasms"	MESH
MESH:D015179	"colon tumor"	"Colorectal Neoplasms"	MESH
MESH:D015179	"colon tumori"	"Colorectal Neoplasms"	MESH
MESH:D015179	"colon tumors"	"Colorectal Neoplasms"	MESH
MESH:D015179	colorectal	"Colorectal Neoplasms"	MESH
MESH:D015179	"Colorectal cancer"	"Colorectal Neoplasms"	MESH
MESH:D015179	"colorectal tumors."	"Colorectal Neoplasms"	MESH
MESH:D015179	CRC	"Colorectal Neoplasms"	MESH
MESH:D015179	"CRC tumors"	"Colorectal Neoplasms"	MESH
MESH:D015179	CRC)	"Colorectal Neoplasms"	MESH
MESH:D015179	CRC-	"Colorectal Neoplasms"	MESH
MESH:D015179	"Streptococcus gallolyticus bacteria colonizing colorectal tumors:"	"Colorectal Neoplasms"	MESH
MESH:D015179	"tumor colon"	"Colorectal Neoplasms"	MESH
MESH:D015451	"B-cell chronic lymphocytic leukemia"	"Leukemia, Lymphocytic, Chronic, B-Cell"	MESH
MESH:D015451	"chronic lymphocytic leukemia"	"Leukemia, Lymphocytic, Chronic, B-Cell"	MESH
MESH:D015456	"B-lineage acute lymphocytic leukemia"	"Leukemia, Biphenotypic, Acute"	MESH
MESH:D015456	"L3 type B-cell acute lymphoblastic leukemia"	"Leukemia, Biphenotypic, Acute"	MESH
MESH:D015458	"neoplastic T"	"Leukemia, T-Cell"	MESH
MESH:D015458	"T-cell leukemia/"	"Leukemia, T-Cell"	MESH
MESH:D015458	"TCR-deficient T"	"Leukemia, T-Cell"	MESH
MESH:D015464	"chronic myeloid leukemia"	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	MESH
MESH:D015464	"chronic myeloid leukemias"	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	MESH
MESH:D015464	CML	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	MESH
MESH:D015464	CML)	"Leukemia, Myelogenous, Chronic, BCR-ABL Positive"	MESH
MESH:D015470	AML	"Leukemia, Myeloid, Acute"	MESH
MESH:D015470	AML)	"Leukemia, Myeloid, Acute"	MESH
MESH:D015470	AML,	"Leukemia, Myeloid, Acute"	MESH
MESH:D015470	AML-	"Leukemia, Myeloid, Acute"	MESH
MESH:D015470	AML-M2	"Leukemia, Myeloid, Acute"	MESH
MESH:D015470	AML-M4	"Leukemia, Myeloid, Acute"	MESH
MESH:D015470	AML-M5	"Leukemia, Myeloid, Acute"	MESH
MESH:D015470	AML.	"Leukemia, Myeloid, Acute"	MESH
MESH:D015470	"childhood AML."	"Leukemia, Myeloid, Acute"	MESH
MESH:D015473	"acute promyelocytic leukemia"	"Leukemia, Promyelocytic, Acute"	MESH
MESH:D015473	"acute promyelocytic leukemia."	"Leukemia, Promyelocytic, Acute"	MESH
MESH:D015473	"leukemogenesis of acute promyelocytic leukemia"	"Leukemia, Promyelocytic, Acute"	MESH
MESH:D015490	"HTLV-I infection."	"HTLV-I Infections"	MESH
MESH:D015658	HIV	"HIV Infections"	MESH
MESH:D015658	"HIV infection"	"HIV Infections"	MESH
MESH:D015658	HIV)	"HIV Infections"	MESH
MESH:D015658	HIV,	"HIV Infections"	MESH
MESH:D015658	HIV-	"HIV Infections"	MESH
MESH:D015658	HIV-1-infected	"HIV Infections"	MESH
MESH:D015658	HIV-infected	"HIV Infections"	MESH
MESH:D015658	HIV/	"HIV Infections"	MESH
MESH:D015783	aniridia	Aniridia	MESH
MESH:D015783	Aniridia,	Aniridia	MESH
MESH:D015861	neovascular	"Retinal Neovascularization"	MESH
MESH:D015861	neovasculari	"Retinal Neovascularization"	MESH
MESH:D015861	"unilateral neovascular"	"Retinal Neovascularization"	MESH
MESH:D016393	"B cell malignancies."	"Lymphoma, B-Cell"	MESH
MESH:D016393	"B-cell lymphoma"	"Lymphoma, B-Cell"	MESH
MESH:D016393	"B-cell lymphoma,"	"Lymphoma, B-Cell"	MESH
MESH:D016393	"B-cell lymphomas"	"Lymphoma, B-Cell"	MESH
MESH:D016399	"Angiocentric T-cell lymphoma"	"Lymphoma, T-Cell"	MESH
MESH:D016399	"Hodgkin-like T-cell lymphoma."	"Lymphoma, T-Cell"	MESH
MESH:D016399	"lymphoma virus-positive T-cell lymphoma,"	"Lymphoma, T-Cell"	MESH
MESH:D016399	"T-cell lymphoma"	"Lymphoma, T-Cell"	MESH
MESH:D016399	"T-cell lymphoma,"	"Lymphoma, T-Cell"	MESH
MESH:D016399	"T-cell lymphoma."	"Lymphoma, T-Cell"	MESH
MESH:D016399	"T-cell lymphomas"	"Lymphoma, T-Cell"	MESH
MESH:D016399	"T-cell lymphomas,"	"Lymphoma, T-Cell"	MESH
MESH:D016411	"Peripheral T-cell lymphomas"	"Lymphoma, T-Cell, Peripheral"	MESH
MESH:D016470	bacteremia	Bacteremia	MESH
MESH:D016510	"Corneal neovascularization"	"Corneal Neovascularization"	MESH
MESH:D016649	POF	"Primary Ovarian Insufficiency"	MESH
MESH:D016649	POF)	"Primary Ovarian Insufficiency"	MESH
MESH:D016649	"premature ovarian failure"	"Primary Ovarian Insufficiency"	MESH
MESH:D016727	"orbital pseudotumor."	"Orbital Pseudotumor"	MESH
MESH:D016889	"endometrial cancer."	"Endometrial Neoplasms"	MESH
MESH:D016891	ADPKD	"Polycystic Kidney, Autosomal Dominant"	MESH
MESH:D016891	ADPKD)	"Polycystic Kidney, Autosomal Dominant"	MESH
MESH:D016891	ADPKD.	"Polycystic Kidney, Autosomal Dominant"	MESH
MESH:D017036	"epilepsia partialis continua"	"Epilepsia Partialis Continua"	MESH
MESH:D017237	encephalomyopathy	"Mitochondrial Encephalomyopathies"	MESH
MESH:D017237	encephalomyopathy,	"Mitochondrial Encephalomyopathies"	MESH
MESH:D017237	"myopathy or encephalomyopathy"	"Mitochondrial Encephalomyopathies"	MESH
MESH:D017237	myopathy/encephalomyopathy,	"Mitochondrial Encephalomyopathies"	MESH
MESH:D017240	"mitochondrial myopathies"	"Mitochondrial Myopathies"	MESH
MESH:D017240	"mitochondrial myopathies."	"Mitochondrial Myopathies"	MESH
MESH:D017240	"mitochondrial myopathy."	"Mitochondrial Myopathies"	MESH
MESH:D017492	"seborrheic keratosis"	"Keratosis, Seborrheic"	MESH
MESH:D017624	WAGR)	"WAGR Syndrome"	MESH
MESH:D018149	"glucose dysregulation"	"Glucose Intolerance"	MESH
MESH:D018149	"glucose dysregulation."	"Glucose Intolerance"	MESH
MESH:D018198	"malignant tumors"	"Mixed Tumor, Malignant"	MESH
MESH:D018212	"giant-cell tumor of bone"	"Giant Cell Tumor of Bone"	MESH
MESH:D018212	"giant-cell tumor of bone:"	"Giant Cell Tumor of Bone"	MESH
MESH:D018256	"adenomatous polyps"	"Adenomatous Polyps"	MESH
MESH:D018256	"adenomatous polyps."	"Adenomatous Polyps"	MESH
MESH:D018265	"papillary and follicular carcinomas"	"Carcinoma, Papillary, Follicular"	MESH
MESH:D018269	"endometrioid endometrial adenocarcinomas"	"Carcinoma, Endometrioid"	MESH
MESH:D018288	SCLC	"Carcinoma, Small Cell"	MESH
MESH:D018288	SCLC)	"Carcinoma, Small Cell"	MESH
MESH:D018307	"squamous cell lung cancer"	"Neoplasms, Squamous Cell"	MESH
MESH:D018455	"S-OIV disease"	"Protein S Deficiency"	MESH
MESH:D018500	NDI	"Diabetes Insipidus, Nephrogenic"	MESH
MESH:D018500	NDI)	"Diabetes Insipidus, Nephrogenic"	MESH
MESH:D018500	NDI.	"Diabetes Insipidus, Nephrogenic"	MESH
MESH:D018500	"nephrogenic diabetes insipidus"	"Diabetes Insipidus, Nephrogenic"	MESH
MESH:D018500	"nephrogenic diabetes insipidus."	"Diabetes Insipidus, Nephrogenic"	MESH
MESH:D018980	"William Beaumont"	"Williams Syndrome"	MESH
MESH:D018980	"Williams syndrome"	"Williams Syndrome"	MESH
MESH:D018980	"Williams syndrome."	"Williams Syndrome"	MESH
MESH:D018980	Williams-Beuren	"Williams Syndrome"	MESH
MESH:D018980	WS	"Williams Syndrome"	MESH
MESH:D018980	WS)	"Williams Syndrome"	MESH
MESH:D019310	pseudolymphoma,	Pseudolymphoma	MESH
MESH:D019337	"hematological malignancies,"	"Hematologic Neoplasms"	MESH
MESH:D019337	"hematological malignancies."	"Hematologic Neoplasms"	MESH
MESH:D019337	"hematological malignancies:"	"Hematologic Neoplasms"	MESH
MESH:D019337	"hematological malignancies]"	"Hematologic Neoplasms"	MESH
MESH:D019636	"neurodegenerative disorder"	"Neurodegenerative Diseases"	MESH
MESH:D020022	"genetic lesions"	"Genetic Predisposition to Disease"	MESH
MESH:D020031	EBV	"Epstein-Barr Virus Infections"	MESH
MESH:D020031	EBV)	"Epstein-Barr Virus Infections"	MESH
MESH:D020031	EBV-	"Epstein-Barr Virus Infections"	MESH
MESH:D020031	"EBV-positive lymphomas"	"Epstein-Barr Virus Infections"	MESH
MESH:D020031	"Epstein-Barr virus"	"Epstein-Barr Virus Infections"	MESH
MESH:D020031	"Epstein-Barr virus-"	"Epstein-Barr Virus Infections"	MESH
MESH:D020031	"Epstein-Barr virus-negative lymphoproliferate disorders"	"Epstein-Barr Virus Infections"	MESH
MESH:D020178	"advanced disease"	"Sleep Disorders, Circadian Rhythm"	MESH
MESH:D020256	"choroidal neovascular"	"Choroidal Neovascularization"	MESH
MESH:D020256	"choroidal neovascular endothelial"	"Choroidal Neovascularization"	MESH
MESH:D020256	"choroidal neovascularization"	"Choroidal Neovascularization"	MESH
MESH:D020256	"choroidal neovascularization."	"Choroidal Neovascularization"	MESH
MESH:D020256	"myopic choroidal neovascularization"	"Choroidal Neovascularization"	MESH
MESH:D020256	"myopic choroidal neovascularization:"	"Choroidal Neovascularization"	MESH
MESH:D020256	"subfoveal choroidal neovascularization"	"Choroidal Neovascularization"	MESH
MESH:D020256	"subfoveolar choroidal neovascularization"	"Choroidal Neovascularization"	MESH
MESH:D020256	"type 2 choroidal neovascular neovascularization"	"Choroidal Neovascularization"	MESH
MESH:D020256	"type 2 choroidal neovascularization"	"Choroidal Neovascularization"	MESH
MESH:D020275	"Guillain-Barre polyradiculoneuropathy,"	"Guillain-Barre Syndrome"	MESH
MESH:D020275	"Guillain-Barre syndrome."	"Guillain-Barre Syndrome"	MESH
MESH:D020295	"hypodiploid stem"	"Brain Stem Neoplasms"	MESH
MESH:D020762	"posterior ciliary artery"	"Infarction, Posterior Cerebral Artery"	MESH
MESH:D020820	dyskinesia	Dyskinesias	MESH
MESH:D020820	dyskinesias	Dyskinesias	MESH
MESH:D020820	"dyskinesias for the levodopa"	Dyskinesias	MESH
MESH:D020914	"congenital structural abnormalities"	"Myopathies, Structural, Congenital"	MESH
MESH:D020914	"structural abnormalities,"	"Myopathies, Structural, Congenital"	MESH
MESH:D021441	"pancreatic ductal adenocarcinoma"	"Carcinoma, Pancreatic Ductal"	MESH
MESH:D021441	"pancreatic ductal adenocarcinoma."	"Carcinoma, Pancreatic Ductal"	MESH
MESH:D024182	"Kras disomy"	"Uniparental Disomy"	MESH
MESH:D028361	"mitochondrial syndrome."	"Mitochondrial Diseases"	MESH
MESH:D030342	"genetic aberrations"	"Genetic Diseases, Inborn"	MESH
MESH:D030342	"Genetic abnormalities"	"Genetic Diseases, Inborn"	MESH
MESH:D030342	"genetic defect"	"Genetic Diseases, Inborn"	MESH
MESH:D030342	"genetic diseases"	"Genetic Diseases, Inborn"	MESH
MESH:D030342	"genetic disorder"	"Genetic Diseases, Inborn"	MESH
MESH:D030342	"genetic disorder."	"Genetic Diseases, Inborn"	MESH
MESH:D030342	"genetic disorders."	"Genetic Diseases, Inborn"	MESH
MESH:D030342	"recessively inherited disease"	"Genetic Diseases, Inborn"	MESH
MESH:D034381	"hearing impairment,"	"Hearing Loss"	MESH
MESH:D034381	"hearing loss."	"Hearing Loss"	MESH
MESH:D035583	"rare heterogeneous disorder"	"Rare Diseases"	MESH
MESH:D042822	"genomic abnormalities"	"Genomic Instability"	MESH
MESH:D044584	"invasive ductal carcinoma"	"Carcinoma, Ductal"	MESH
MESH:D044882	"dysregulation of glucose metabolism"	"Glucose Metabolism Disorders"	MESH
MESH:D044882	"dysregulation of glucose metabolism."	"Glucose Metabolism Disorders"	MESH
MESH:D046110	"gestational hypertension,"	"Hypertension, Pregnancy-Induced"	MESH
MESH:D047728	"pathologic myopia."	"Myopia, Degenerative"	MESH
MESH:D047728	"pathologic myopia:"	"Myopia, Degenerative"	MESH
MESH:D047728	"unilateral neovascular degenerative myopia"	"Myopia, Degenerative"	MESH
MESH:D049932	NBS,	"Nijmegen Breakage Syndrome"	MESH
MESH:D050500	"chronic pancreatitis,"	"Pancreatitis, Chronic"	MESH
MESH:D050500	"chronic pancreatitis."	"Pancreatitis, Chronic"	MESH
MESH:D050500	"familial chronic pancreatitis,"	"Pancreatitis, Chronic"	MESH
MESH:D050500	"idiopathic chronic pancreatitis,"	"Pancreatitis, Chronic"	MESH
MESH:D053306	"hyper-altruism syndrome"	"Hyper-IgM Immunodeficiency Syndrome"	MESH
MESH:D053306	"hyper-selfishness syndrome"	"Hyper-IgM Immunodeficiency Syndrome"	MESH
MESH:D053713	azoospermia	Azoospermia	MESH
MESH:D054058	"acute coronary syndromes"	"Acute Coronary Syndrome"	MESH
MESH:D054081	"impairs neuronal migration."	"Malformations of Cortical Development, Group II"	MESH
MESH:D054081	"neuronal migration"	"Malformations of Cortical Development, Group II"	MESH
MESH:D054081	"neuronal migration."	"Malformations of Cortical Development, Group II"	MESH
MESH:D054082	pachygyria,	Lissencephaly	MESH
MESH:D054198	"acute lymphoblastic leukaemia"	"Precursor Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054198	"acute lymphoblastic leukaemia."	"Precursor Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054198	"acute lymphoblastic leukemia"	"Precursor Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054198	ALL	"Precursor Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054198	ALL)	"Precursor Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054198	"childhood acute lymphoblastic leukemia"	"Precursor Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054198	"hyperdiploid abnormalities"	"Precursor Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054198	"T-lymphoblastic lymphoma."	"Precursor Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054218	"T-lineage acute lymphoblastic leukemia"	"Precursor T-Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054218	"T-lineage acute lymphoblastic leukemia."	"Precursor T-Cell Lymphoblastic Leukemia-Lymphoma"	MESH
MESH:D054221	MDS	"Classical Lissencephalies and Subcortical Band Heterotopias"	MESH
MESH:D054221	MDS)	"Classical Lissencephalies and Subcortical Band Heterotopias"	MESH
MESH:D054221	MDS.	"Classical Lissencephalies and Subcortical Band Heterotopias"	MESH
MESH:D054331	"Sertoli cell-only syndrome"	"Sertoli Cell-Only Syndrome"	MESH
MESH:D056730	RSS)	"Silver-Russell Syndrome"	MESH
MESH:D057092	"geographic atrophy"	"Geographic Atrophy"	MESH
MESH:D057130	"blindness worldwide,"	"Leber Congenital Amaurosis"	MESH
MESH:D058490	"male pseudohermaphroditism"	"46, XY Disorders of Sex Development"	MESH
MESH:D058495	"FOXL2 haploinsufficiency"	"Sotos Syndrome"	MESH
MESH:D058495	haploinsufficiency	"Sotos Syndrome"	MESH
MESH:D058496	"Smith-Magenis syndrome"	"Smith-Magenis Syndrome"	MESH
MESH:D058496	SMS	"Smith-Magenis Syndrome"	MESH
MESH:D058496	SMS)	"Smith-Magenis Syndrome"	MESH
MESH:D058496	SMS,	"Smith-Magenis Syndrome"	MESH
MESH:D058496	SMS.	"Smith-Magenis Syndrome"	MESH
MESH:D060085	HBV-HIV-coinfected	Coinfection	MESH
MESH:D060085	"hepatitis B virus coinfected"	Coinfection	MESH
MESH:D061325	"breast and ovarian cancer"	"Hereditary Breast and Ovarian Cancer Syndrome"	MESH
MESH:D061325	"breast and/or ovarian cancer"	"Hereditary Breast and Ovarian Cancer Syndrome"	MESH
MESH:D061325	"breast/ovarian cancer"	"Hereditary Breast and Ovarian Cancer Syndrome"	MESH
OMIM:105250	PCA	"Amyloidosis IX"	OMIM
OMIM:105250	PCA)	"Amyloidosis IX"	OMIM
OMIM:125700	CDI)	"Diabetes Insipidus, Neurogenic"	OMIM
OMIM:168600	PD	"PARKINSON DISEASE, LATE-ONSET"	OMIM
OMIM:168600	PD)	"PARKINSON DISEASE, LATE-ONSET"	OMIM
OMIM:168600	PD.	"PARKINSON DISEASE, LATE-ONSET"	OMIM
OMIM:192315	CRV	"Vasculopathy, Retinal, With Cerebral Leukodystrophy"	OMIM
OMIM:192315	CRV)	"Vasculopathy, Retinal, With Cerebral Leukodystrophy"	OMIM
OMIM:192315	CRV,	"Vasculopathy, Retinal, With Cerebral Leukodystrophy"	OMIM
OMIM:192315	CRV.	"Vasculopathy, Retinal, With Cerebral Leukodystrophy"	OMIM
OMIM:209500	APL	"Atrichia with Papular Lesions"	OMIM
OMIM:209500	APL)	"Atrichia with Papular Lesions"	OMIM
OMIM:209500	APL,	"Atrichia with Papular Lesions"	OMIM
OMIM:209500	APL.	"Atrichia with Papular Lesions"	OMIM
OMIM:211750	"C.trachomatis and C.pneumoniae,"	"C SYNDROME"	OMIM
OMIM:239200	"idiopathic severe primary testiculopathy"	"Hyperparathyroidism, Neonatal Severe Primary"	OMIM
OMIM:244400	PCD)	"Kartagener Syndrome"	OMIM
OMIM:274230	neoplasias.	"Thymoma, Familial"	OMIM
OMIM:300000	OS	"Opitz GBBB Syndrome, X-Linked"	OMIM
OMIM:300000	"OS tumors"	"Opitz GBBB Syndrome, X-Linked"	OMIM
OMIM:300000	OS.	"Opitz GBBB Syndrome, X-Linked"	OMIM
OMIM:300000	OSs	"Opitz GBBB Syndrome, X-Linked"	OMIM
OMIM:307150	CGH	"Hypertrichosis congenital generalized X-linked"	OMIM
OMIM:307150	CGH)	"Hypertrichosis congenital generalized X-linked"	OMIM
OMIM:307150	CGH,	"Hypertrichosis congenital generalized X-linked"	OMIM
OMIM:415000	AZF	"Spermatogenic Failure, Nonobstructive, Y-Linked"	OMIM
OMIM:415000	AZF)	"Spermatogenic Failure, Nonobstructive, Y-Linked"	OMIM
OMIM:415000	AZFa	"Spermatogenic Failure, Nonobstructive, Y-Linked"	OMIM
OMIM:415000	AZFb	"Spermatogenic Failure, Nonobstructive, Y-Linked"	OMIM
OMIM:415000	AZFc	"Spermatogenic Failure, Nonobstructive, Y-Linked"	OMIM
OMIM:604168	"facial dysmorphic"	"Congenital Cataracts, Facial Dysmorphism, And Neuropathy"	OMIM
OMIM:605027	NHL)	"Lymphoma, Non-Hodgkin"	OMIM
OMIM:605711	"mitochondrial dysfunction"	"MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1"	OMIM
OMIM:605711	"mitochondrial dysfunction,"	"MULTIPLE MITOCHONDRIAL DYSFUNCTIONS SYNDROME 1"	OMIM
OMIM:608189	"tropical calcific pancreatitis,"	"Tropical Calcific Pancreatitis"	OMIM
OMIM:610102	"late positive component"	"Complement Component 7 Deficiency"	OMIM
OMIM:610253	"Familial Kleefstra syndrome"	"Kleefstra Syndrome"	OMIM
OMIM:610253	"Kleefstra syndrome"	"Kleefstra Syndrome"	OMIM
OMIM:611302	"spastic ataxia"	"Ataxia, Spastic, 2, Autosomal Recessive"	OMIM
